PREDICTIT_ID,PREDICTIT_CONTRACT_ID,IMAGE,END_DATE,CONTRACT_NAME,CONTRACT_STATUS_NAME,CONTRACT_SHORT_NAME,LAST_TRADE_PRICE,BEST_BUY_YES_COST,BEST_BUY_NO_COST,BEST_SELL_YES_COST,BEST_SELL_NO_COST,LAST_CLOSE_PRICE
7326,26555,""https://az620379.vo.msecnd.net/images/Contracts/small_5f1b0254-2905-4a5a-aaf8-a50a0c9c5982.png"",""NA"",""James Clyburn"",""Open"",""Clyburn"",0.01,0.01,null,null,0.99,0.01
7326,26556,""https://az620379.vo.msecnd.net/images/Contracts/small_94323c1c-0271-4962-94bc-a012209d4547.png"",""NA"",""Hakeem Jeffries"",""Open"",""Jeffries"",0.09,0.09,0.92,0.08,0.91,0.09
7326,26557,""https://az620379.vo.msecnd.net/images/Contracts/small_f6f512dc-39b9-46bd-97ee-f7450bef72b5.png"",""NA"",""Cathy McM. Rodgers"",""Open"",""Rodgers"",0.01,0.01,null,null,0.99,0.01
7326,26558,""https://az620379.vo.msecnd.net/images/Contracts/small_6e8c8f7c-4015-4bc9-b939-2bbffaf41715.jpg"",""NA"",""Karen Bass"",""Open"",""Bass"",0.01,0.01,null,null,0.99,0.01
7326,26559,""https://az620379.vo.msecnd.net/images/Contracts/small_ccd30a38-794d-4e52-94f4-1ae79f590413.jpg"",""NA"",""Adam Schiff"",""Open"",""Schiff"",0.01,0.02,0.99,0.01,0.98,0.01
7326,26560,""https://az620379.vo.msecnd.net/images/Contracts/small_5abc4720-c879-4699-86d6-3b04dd276db2.png"",""NA"",""Jim Jordan"",""Open"",""Jordan"",0.02,0.03,0.98,0.02,0.97,0.03
7326,26561,""https://az620379.vo.msecnd.net/images/Contracts/small_1b6e7c79-8381-40af-8317-1bb850804e86.png"",""NA"",""Cheri Bustos"",""Open"",""Bustos"",0.01,0.01,null,null,0.99,0.01
7326,26562,""https://az620379.vo.msecnd.net/images/Contracts/small_5b927e73-c6a1-474e-90b8-73e265392785.jpg"",""NA"",""A. Ocasio-Cortez"",""Open"",""Ocasio-Cortez"",0.01,0.01,null,null,0.99,0.01
7327,26563,""https://az620379.vo.msecnd.net/images/Contracts/small_7ea0bfff-1b40-4d21-9e06-5fe5488ec4ac.jpg"",""NA"",""Will Donald Trump run for the House of Representatives in 2022?"",""Open"",""Trump for Congress in 2022?"",0.01,0.01,null,null,0.99,0.01
7326,26565,""https://az620379.vo.msecnd.net/images/Contracts/small_f05ec9f4-4f55-49a8-a78c-dc4badae37e3.png"",""NA"",""Katherine Clark"",""Open"",""Clark"",0.01,0.01,null,null,0.99,0.01
7358,26804,""https://az620379.vo.msecnd.net/images/Contracts/small_6169a7e3-e681-4214-81df-20b352d01112.png"",""NA"",""Flávio Dino"",""Open"",""Dino"",0.01,0.01,null,null,0.99,0.01
7358,26805,""https://az620379.vo.msecnd.net/images/Contracts/small_606474c7-7849-407d-a9b5-280be6d9b301.png"",""NA"",""Luiz Lula da Silva"",""Open"",""Lula"",0.79,0.81,0.21,0.79,0.19,0.82
7358,26806,""https://az620379.vo.msecnd.net/images/Contracts/small_156a8a5a-b4e9-45a9-85d3-c5012cc10dc3.png"",""NA"",""Ciro Gomes"",""Open"",""Gomes"",0.01,0.01,null,null,0.99,0.01
7358,26807,""https://az620379.vo.msecnd.net/images/Contracts/small_0d919ac5-59a7-4d46-bfb6-48e039fbdfb3.png"",""NA"",""Guilherme Boulos"",""Open"",""Boulos"",0.01,0.01,null,null,0.99,0.01
7358,26808,""https://az620379.vo.msecnd.net/images/Contracts/small_d0599235-dcc7-4bf6-9fab-f182cf779eef.png"",""NA"",""Marina Silva"",""Open"",""Silva"",0.01,0.01,null,null,0.99,0.01
7358,26809,""https://az620379.vo.msecnd.net/images/Contracts/small_1f2282db-8f86-48da-b108-78f26ae74ea4.png"",""NA"",""João Doria"",""Open"",""Doria"",0.01,0.01,null,null,0.99,0.01
7358,26810,""https://az620379.vo.msecnd.net/images/Contracts/small_f6a78794-6840-4d96-b54c-3d3103ea6a9a.png"",""NA"",""Jair Bolsonaro"",""Open"",""Bolsonaro"",0.19,0.23,0.81,0.19,0.77,0.18
7358,26811,""https://az620379.vo.msecnd.net/images/Contracts/small_7298bdd4-48d3-4ed9-93ff-114500aeb560.png"",""NA"",""João Amoêdo"",""Open"",""Amoêdo"",0.01,0.01,null,null,0.99,0.01
7358,26812,""https://az620379.vo.msecnd.net/images/Contracts/small_c9764402-e585-45b3-bcd5-720cbede97dc.png"",""NA"",""Fernando Haddad"",""Open"",""Haddad"",0.01,0.01,null,null,0.99,0.01
7377,26934,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.19,0.2,0.81,0.19,0.8,0.21
7377,26935,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.81,0.81,0.2,0.8,0.19,0.8
7378,26936,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.43,0.43,0.58,0.42,0.57,0.44
7378,26937,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.58,0.59,0.43,0.57,0.41,0.57
7380,26939,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.26,0.27,0.74,0.26,0.73,0.27
7380,26940,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.78,0.78,0.23,0.77,0.22,0.78
7383,26960,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.46,0.48,0.55,0.45,0.52,0.49
7383,26961,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.55,0.57,0.44,0.56,0.43,0.55
7384,26962,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.59,0.6,0.41,0.59,0.4,0.64
7384,26963,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.41,0.41,0.6,0.4,0.59,0.4
7386,26974,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.8,0.8,0.21,0.79,0.2,0.8
7386,26975,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.21,0.21,0.8,0.2,0.79,0.2
7387,26976,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.06,0.06,0.95,0.05,0.94,0.06
7387,26977,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.94,0.96,0.06,0.94,0.04,0.95
7391,26989,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.43,0.45,0.57,0.43,0.55,0.46
7391,26990,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.56,0.58,0.44,0.56,0.42,0.56
7358,26992,""https://az620379.vo.msecnd.net/images/Contracts/small_b156db1c-81f7-47b0-b188-d6b9438b5ef2.png"",""NA"",""Sergio Moro"",""Open"",""Moro"",0.01,0.01,null,null,0.99,0.01
7394,27001,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.24,0.25,0.77,0.23,0.75,0.23
7394,27002,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.78,0.78,0.24,0.76,0.22,0.78
7411,27155,""https://az620379.vo.msecnd.net/images/Contracts/small_933bac49-93a0-4bcc-9925-f92117250c67.png"",""NA"",""Liz Cheney"",""Open"",""Cheney"",0.01,0.01,null,null,0.99,0.01
7411,27156,""https://az620379.vo.msecnd.net/images/Contracts/small_2c8d2b37-98ae-433b-ba25-a6a1923bbe78.png"",""NA"",""Anthony Bouchard"",""Open"",""Bouchard"",0.01,0.01,null,null,0.99,0.01
7411,27157,""https://az620379.vo.msecnd.net/images/Contracts/small_d8a01a53-db31-436a-b2d4-52955291b241.png"",""NA"",""Chuck Gray"",""Open"",""Gray"",0.01,0.01,null,null,0.99,0.01
7411,27158,""https://az620379.vo.msecnd.net/images/Contracts/small_01f02db0-5e1f-46af-87bd-3522ae7776ad.png"",""NA"",""Denton Knapp"",""Open"",""Knapp"",0.01,0.01,null,null,0.99,0.01
7411,27159,""https://az620379.vo.msecnd.net/images/Contracts/small_9df0dd8b-c6f5-490d-ad99-bc2ac84542cc.png"",""NA"",""Bryan Miller"",""Open"",""Miller"",0.01,0.01,null,null,0.99,0.01
7411,27160,""https://az620379.vo.msecnd.net/images/Contracts/small_9888da12-1b83-4a2d-841e-3fb028d5dfa2.png"",""NA"",""Darin Smith"",""Open"",""Smith"",0.01,0.01,null,null,0.99,0.01
7411,27161,""https://az620379.vo.msecnd.net/images/Contracts/small_52f1739c-f503-49e5-ae6f-8ecece89a7c4.png"",""NA"",""Bryan Keller"",""Open"",""Keller"",0.01,0.01,null,null,0.99,0.01
7411,27162,""https://az620379.vo.msecnd.net/images/Contracts/small_f3478dbe-b5c2-4f5d-842f-499e764827cf.png"",""NA"",""Robyn Belinskey"",""Open"",""Belinskey"",0.01,0.01,null,null,0.99,0.01
7411,27163,""https://az620379.vo.msecnd.net/images/Contracts/small_a0753dc8-0360-4a02-95c5-e72efc4d363d.png"",""NA"",""Perry Pendley"",""Open"",""Pendley"",0.01,0.01,null,null,0.99,0.01
7411,27164,""https://az620379.vo.msecnd.net/images/Contracts/small_6b71a100-c77c-4623-9014-6ea6e794c657.png"",""NA"",""Ed Buchanan"",""Open"",""Buchanan"",0.01,0.01,null,null,0.99,0.01
7419,27224,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""NA"",""Will Kamala Harris be the 47th US president?"",""Open"",""Harris the 47th US president?"",0.3,0.3,0.71,0.29,0.7,0.29
7411,27234,""https://az620379.vo.msecnd.net/images/Contracts/small_4ec96c0d-7391-4ddf-af12-31ae22c4ec0b.png"",""NA"",""Bo Biteman"",""Open"",""Biteman"",0.01,0.01,null,null,0.99,0.01
7411,27235,""https://az620379.vo.msecnd.net/images/Contracts/small_4714d816-b2f6-42ac-ab94-d1db467fba70.png"",""NA"",""Catharine O'Neill"",""Open"",""O'Neill"",0.01,0.01,null,null,0.99,0.01
7456,27484,""https://az620379.vo.msecnd.net/images/Contracts/small_1d8cb077-b0ce-456e-aadc-57fc4d88dcd7.png"",""NA"",""Ron DeSantis"",""Open"",""DeSantis"",0.31,0.31,0.7,0.3,0.69,0.29
7456,27485,""https://az620379.vo.msecnd.net/images/Contracts/small_3c10062b-0942-4fc3-9ace-bb6abdb790ff.jpg"",""NA"",""Donald Trump"",""Open"",""Trump"",0.28,0.28,0.73,0.27,0.72,0.28
7456,27486,""https://az620379.vo.msecnd.net/images/Contracts/small_4c64890a-503c-454c-b02e-732319f1459f.jpg"",""NA"",""Joe Biden"",""Open"",""Biden"",0.21,0.22,0.79,0.21,0.78,0.22
7456,27487,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""NA"",""Kamala Harris"",""Open"",""Harris"",0.08,0.08,0.93,0.07,0.92,0.08
7411,27676,""https://az620379.vo.msecnd.net/images/Contracts/small_0999c11a-82cd-499b-8ddf-b0e012e77b46.png"",""NA"",""Harriet Hageman"",""Open"",""Hageman"",0.99,0.99,0.02,0.98,0.01,0.98
7485,27689,""https://az620379.vo.msecnd.net/images/Contracts/small_5f1bcacc-8162-4152-ab4a-475c68e7100c.jpg"",""2023-06-30T11:59:00"","""Will Joe Biden be impeached by June 30, 2023?""",""Open"",""Will Biden be impeached by 6/30/2023?"",0.23,0.23,0.78,0.22,0.77,0.22
7492,27724,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""NA"",""0"",""Open"",""0"",0.05,0.07,0.95,0.05,0.93,0.07
7492,27725,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""NA"",""1"",""Open"",""1"",0.53,0.54,0.47,0.53,0.46,0.54
7492,27726,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""NA"",""2"",""Open"",""2"",0.47,0.48,0.55,0.45,0.52,0.49
7492,27727,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""NA"",""3"",""Open"",""3"",0.01,0.01,null,null,0.99,0.01
7492,27728,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""NA"",""4"",""Open"",""4"",0.01,0.01,null,null,0.99,0.01
7492,27729,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""NA"",""5"",""Open"",""5"",0.01,0.01,null,null,0.99,0.01
7492,27730,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""NA"",""6"",""Open"",""6"",0.01,0.01,null,null,0.99,0.01
7492,27731,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""NA"",""7"",""Open"",""7"",0.01,0.01,null,null,0.99,0.01
7492,27732,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""NA"",""8"",""Open"",""8"",0.01,0.01,null,null,0.99,0.01
7492,27733,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""NA"",""9 or more"",""Open"",""9 or more"",0.01,0.01,null,null,0.99,0.01
7358,27798,""https://az620379.vo.msecnd.net/images/Contracts/small_185af9c0-5c6b-459a-8a4c-d915c27a0ccb.png"",""NA"",""Eduardo Leite"",""Open"",""Leite"",0.01,0.01,null,null,0.99,0.01
7518,27868,""https://az620379.vo.msecnd.net/images/Contracts/small_4c64890a-503c-454c-b02e-732319f1459f.jpg"",""NA"",""Joe Biden"",""Open"",""Biden"",0.02,0.02,0.99,0.01,0.98,0.02
7518,27869,""https://az620379.vo.msecnd.net/images/Contracts/small_98abf047-3bfd-4e15-b758-3fb08491a577.png"",""NA"",""Justin Trudeau"",""Open"",""Trudeau"",0.01,0.01,null,null,0.99,0.01
7518,27870,""https://az620379.vo.msecnd.net/images/Contracts/small_7e9ed8e6-f02c-455e-91ed-aca4af81dfd7.png"",""NA"",""Vladimir Putin"",""Open"",""Putin"",0.01,0.02,0.99,0.01,0.98,0.01
7518,27871,""https://az620379.vo.msecnd.net/images/Contracts/small_e0023be2-e7bf-40e4-9064-b179836ea191.jpg"",""NA"",""Cyril Ramaphosa"",""Open"",""Ramaphosa"",0.01,0.01,null,null,0.99,0.01
7518,27872,""https://az620379.vo.msecnd.net/images/Contracts/small_86fb1082-763f-4e1d-b4b5-eadda7e406d7.png"",""NA"",""Emmanuel Macron"",""Open"",""Macron"",0.01,0.01,null,null,0.99,0.01
7518,27873,""https://az620379.vo.msecnd.net/images/Contracts/small_9cd468f9-7d56-4d76-b89e-6c5c256b2afe.png"",""NA"",""Boris Johnson"",""Open"",""Johnson"",0.98,0.98,0.03,0.97,0.02,0.97
7518,27874,""https://az620379.vo.msecnd.net/images/Contracts/small_147c0995-70fd-4346-87f1-1db1c4870ddc.jpg"",""NA"",""Jair Bolsonaro"",""Open"",""Bolsonaro"",0.02,0.01,null,null,0.99,0.02
7518,27875,""https://az620379.vo.msecnd.net/images/Contracts/small_923f3c24-017d-491e-80d9-abe0a0f3fc8b.jpg"",""NA"",""Xi Jinping"",""Open"",""Xi"",0.01,0.01,null,null,0.99,0.01
7518,27876,""https://az620379.vo.msecnd.net/images/Contracts/small_a950917e-f7bc-48e0-be63-bee6d389d229.png"",""NA"",""Recep Tayyip Erdoğan"",""Open"",""Erdoğan"",0.01,0.01,null,null,0.99,0.01
7518,27877,""https://az620379.vo.msecnd.net/images/Contracts/small_18722ad0-c8b8-49fc-b9f4-da7937fc62a4.png"",""NA"",""Kishida Fumio"",""Open"",""Kishida"",0.01,0.01,null,null,0.99,0.01
7520,27888,""https://az620379.vo.msecnd.net/images/Contracts/small_4cafa995-ca46-439b-8e48-fa178d7eb449.jpg"",""N/A"",""Miguel Cardona"",""Open"",""Cardona"",0.04,0.05,0.96,0.04,0.95,0.04
7520,27889,""https://az620379.vo.msecnd.net/images/Contracts/small_6fe632c1-6466-4a53-b43d-eeb26069f6e1.jpg"",""N/A"",""Marcia Fudge"",""Open"",""Fudge"",0.02,0.03,0.98,0.02,0.97,0.02
7520,27890,""https://az620379.vo.msecnd.net/images/Contracts/small_455aba92-51c5-47ad-acaf-23855cf053c1.jpg"",""N/A"",""Marty Walsh"",""Open"",""Walsh"",0.06,0.07,0.94,0.06,0.93,0.06
7520,27891,""https://az620379.vo.msecnd.net/images/Contracts/small_1c7c574a-2759-4ce9-9fb5-330969168c54.png"",""N/A"",""Antony Blinken"",""Open"",""Blinken"",0.07,0.07,0.94,0.06,0.93,0.06
7520,27892,""https://az620379.vo.msecnd.net/images/Contracts/small_0789615c-e876-437f-8dea-6864f033bb12.jpg"",""N/A"",""Deb Haaland"",""Open"",""Haaland"",0.03,0.04,0.97,0.03,0.96,0.03
7520,27893,""https://az620379.vo.msecnd.net/images/Contracts/small_9793fc16-0c81-46e9-b407-df5fe99496e5.jpg"",""N/A"",""Tom Vilsack"",""Open"",""Vilsack"",0.04,0.04,0.97,0.03,0.96,0.03
7520,27894,""https://az620379.vo.msecnd.net/images/Contracts/small_bf085390-9e73-4979-bd1a-84f7fb605f9d.jpg"",""N/A"",""Lloyd Austin"",""Open"",""Austin"",0.11,0.11,0.91,0.09,0.89,0.1
7520,27895,""https://az620379.vo.msecnd.net/images/Contracts/small_681e197f-0644-46a1-99d7-38840dc7f9d5.jpg"",""N/A"",""Xavier Becerra"",""Open"",""Becerra"",0.19,0.18,0.86,0.14,0.82,0.19
7520,27896,""https://az620379.vo.msecnd.net/images/Contracts/small_9aab9ab9-e07e-4ef2-ad0c-aa71cb99b623.jpg"",""N/A"",""Gina Raimondo"",""Open"",""Raimondo"",0.03,0.04,0.97,0.03,0.96,0.03
7520,27897,""https://az620379.vo.msecnd.net/images/Contracts/small_60a95f23-2364-4c07-9c67-a7514127d0bb.jpg"",""N/A"",""Janet Yellen"",""Open"",""Yellen"",0.17,0.18,0.83,0.17,0.82,0.17
7520,27898,""https://az620379.vo.msecnd.net/images/Contracts/small_97c2a8f6-bd2d-4ab4-816a-9cb25e6110db.png"",""N/A"",""Alejandro Mayorkas"",""Open"",""Mayorkas"",0.09,0.09,0.92,0.08,0.91,0.09
7520,27899,""https://az620379.vo.msecnd.net/images/Contracts/small_87412471-a5b6-4b74-bcc4-685106982248.jpg"",""N/A"",""Pete Buttigieg"",""Open"",""Buttigieg"",0.07,0.07,0.94,0.06,0.93,0.06
7520,27900,""https://az620379.vo.msecnd.net/images/Contracts/small_090b421b-ca35-423c-92db-f32ae77296cb.jpg"",""N/A"",""Merrick Garland"",""Open"",""Garland"",0.19,0.19,0.82,0.18,0.81,0.18
7528,27954,""https://az620379.vo.msecnd.net/images/Contracts/small_6a95c68b-1927-411d-9b68-83f255fb8e00.jpg"",""NA"",""Charlie Baker"",""Open"",""Baker"",0.01,0.01,null,null,0.99,0.01
7528,27955,""https://az620379.vo.msecnd.net/images/Contracts/small_e53ee1c4-f18e-41b0-afbd-afed9c39c30a.png"",""NA"",""Geoff Diehl"",""Open"",""Diehl"",0.96,0.96,0.05,0.95,0.04,0.97
7528,27956,""https://az620379.vo.msecnd.net/images/Contracts/small_9e7eff41-6a5f-4fa0-852c-2991a01f0935.png"",""NA"",""Andrew Lelling"",""Open"",""Lelling"",0.01,0.01,null,null,0.99,0.01
7528,27957,""https://az620379.vo.msecnd.net/images/Contracts/small_352e0df6-2438-4498-8f1c-5d448ec5940e.png"",""NA"",""Patrick O'Connor"",""Open"",""O'Connor"",0.01,0.01,null,null,0.99,0.01
7532,27970,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""NA"",""Republican"",""Open"",""Republican"",0.88,0.88,0.13,0.87,0.12,0.88
7532,27971,""https://az620379.vo.msecnd.net/images/Contracts/small_1ea28260-66ce-4e9d-8da4-f0eaa96c4319.jpg"",""NA"",""Independent"",""Open"",""Independent"",0.13,0.13,0.88,0.12,0.87,0.12
7532,27972,""https://az620379.vo.msecnd.net/images/Contracts/small_34d54d67-380f-474a-85e1-b8e764160897.jpg"",""NA"",""Democratic"",""Open"",""Democractic"",0.01,0.01,null,null,0.99,0.01
7528,27973,""https://az620379.vo.msecnd.net/images/Contracts/small_66e66456-0b60-44df-bfab-2548fa8be2d0.png"",""NA"",""Karyn Polito"",""Open"",""Polito"",0.01,0.01,null,null,0.99,0.01
7211,27974,""https://az620379.vo.msecnd.net/images/Contracts/small_1040f96d-7aea-477b-a10f-e1b5b561396c.png"",""NA"",""Annette Taddeo"",""Open"",""Taddeo"",0.01,0.01,null,null,0.99,0.01
7534,27985,""https://az620379.vo.msecnd.net/images/Contracts/small_6e8c8f7c-4015-4bc9-b939-2bbffaf41715.jpg"",""NA"",""Karen Bass"",""Open"",""Bass"",0.8,0.81,0.2,0.8,0.19,0.81
7534,27986,""https://az620379.vo.msecnd.net/images/Contracts/small_103cf6ed-3af4-4e32-83b8-6bc48a7c7098.png"",""NA"",""Joe Buscaino"",""Open"",""Buscaino"",0.01,0.01,null,null,0.99,0.01
7534,27987,""https://az620379.vo.msecnd.net/images/Contracts/small_274bdc99-d4cc-4850-8eb5-fc5d1e35bba4.png"",""NA"",""Kevin de León"",""Open"",""de León"",0.01,0.01,null,null,0.99,0.01
7534,27988,""https://az620379.vo.msecnd.net/images/Contracts/small_4dc2cb47-87fc-4ce2-8f4f-d0133ae2d11e.png"",""NA"",""Mike Feuer"",""Open"",""Feuer"",0.01,0.01,null,null,0.99,0.01
7534,27989,""https://az620379.vo.msecnd.net/images/Contracts/small_55bfc67b-69cb-4c55-a309-f71d13c6913f.png"",""NA"",""Wendy Greuel"",""Open"",""Greuel"",0.01,0.01,null,null,0.99,0.01
7534,27990,""https://az620379.vo.msecnd.net/images/Contracts/small_145fe827-1389-499d-931c-51e9dff4dc12.png"",""NA"",""Paul Krekorian"",""Open"",""Krekorian"",0.01,0.01,null,null,0.99,0.01
7544,28067,""https://az620379.vo.msecnd.net/images/Contracts/small_0842c178-1a27-4e0c-ab1e-945ca61eff3d.jpg"",""2023-02-01T23:59:00"",""Mitch McConnell"",""Open"",""McConnell"",0.38,0.39,0.62,0.38,0.61,0.38
7544,28068,""https://az620379.vo.msecnd.net/images/Contracts/small_72306a5f-20ab-468f-b8de-286cab45d25b.png"",""2023-02-01T23:59:00"",""Chuck Schumer"",""Open"",""Schumer"",0.6,0.6,0.41,0.59,0.4,0.58
7544,28069,""https://az620379.vo.msecnd.net/images/Contracts/small_8aa19bcf-b6c8-4436-bdf3-b3e751a45530.png"",""2023-02-01T23:59:00"",""Dick Durbin"",""Open"",""Durbin"",0.01,0.01,null,null,0.99,0.01
7544,28070,""https://az620379.vo.msecnd.net/images/Contracts/small_e09a4144-5c88-48f8-807c-9ed5fbee164f.png"",""2023-02-01T23:59:00"",""John Cornyn"",""Open"",""Cornyn"",0.01,0.01,null,null,0.99,0.01
7544,28071,""https://az620379.vo.msecnd.net/images/Contracts/small_86216c55-f8a3-4299-b113-503c8997d9b6.png"",""2023-02-01T23:59:00"",""Patty Murray"",""Open"",""Murray"",0.01,0.01,null,null,0.99,0.01
7544,28072,""https://az620379.vo.msecnd.net/images/Contracts/small_a2b71f84-049b-4276-809c-7c6c21492431.png"",""2023-02-01T23:59:00"",""John Thune"",""Open"",""Thune"",0.03,0.04,0.97,0.03,0.96,0.03
7544,28073,""https://az620379.vo.msecnd.net/images/Contracts/small_f78e885b-a592-4d42-97b6-a47b7fe58c0d.png"",""2023-02-01T23:59:00"",""John Barrasso"",""Open"",""Barrasso"",0.02,0.01,null,null,0.99,0.02
7544,28074,""https://az620379.vo.msecnd.net/images/Contracts/small_f4cd5805-0f0d-4a75-bb4a-47f55375b7e0.jpg"",""2023-02-01T23:59:00"",""Joni Ernst"",""Open"",""Ernst"",0.01,0.01,null,null,0.99,0.01
7548,28096,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""NA"",""Republican"",""Open"",""Republican"",0.13,0.16,0.87,0.13,0.84,0.15
7548,28097,""https://az620379.vo.msecnd.net/images/Contracts/small_34d54d67-380f-474a-85e1-b8e764160897.jpg"",""NA"",""Democratic"",""Open"",""Democractic"",0.86,0.87,0.14,0.86,0.13,0.88
7566,28220,""https://az620379.vo.msecnd.net/images/Contracts/small_96927bcf-7b22-4089-a0e9-6a49054b18fe.png"",""NA"",""Greg Abbott"",""Open"",""Abbott"",0.87,0.88,0.13,0.87,0.12,0.88
7566,28221,""https://az620379.vo.msecnd.net/images/Contracts/small_68422ad9-6aaa-454c-9cbf-ffa4b1661f98.jpg"",""NA"",""Beto O'Rourke"",""Open"",""O'Rourke"",0.13,0.14,0.87,0.13,0.86,0.14
7566,28222,""https://az620379.vo.msecnd.net/images/Contracts/small_bcdea863-7b0e-469b-a996-edfbb78e2c23.png"",""NA"",""Matthew McConaughey"",""Open"",""McConaughey"",0.01,0.01,null,null,0.99,0.01
7566,28223,""https://az620379.vo.msecnd.net/images/Contracts/small_4f780023-f8c1-4c39-a688-6d345e10580c.png"",""NA"",""Allen West"",""Open"",""West"",0.01,0.01,null,null,0.99,0.01
7566,28224,""https://az620379.vo.msecnd.net/images/Contracts/small_16b1390a-9c43-41ff-8caf-211641f382d4.png"",""NA"",""Joaquin Castro"",""Open"",""Jo. Castro"",0.01,0.01,null,null,0.99,0.01
7566,28225,""https://az620379.vo.msecnd.net/images/Contracts/small_97b7802a-7a77-4d3e-9c63-2cbc2482d7f0.jpg"",""NA"",""Julián Castro"",""Open"",""Ju. Castro"",0.01,0.01,null,null,0.99,0.01
7566,28226,""https://az620379.vo.msecnd.net/images/Contracts/small_0118f3d0-65d7-4447-92c8-59e540cd6876.png"",""NA"",""Don Huffines"",""Open"",""Huffines"",0.01,0.01,null,null,0.99,0.01
